"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0019722","BP","GO:0019722","calcium-mediated signaling",213,-0.353603437617054,-1.53767976241564,0.000377165180481893,0.00578489837631012,0.00458484476659762,2200,"tags=27%, list=11%, signal=24%","120892/63928/11251/817/9104/1131/6546/5621/55151/2904/22821/6261/799/79772/6444/9034/3579/1012/5587/8600/3270/5443/1756/1240/5156/57007/3791/6263/1193/9472/123041/2494/1906/5159/5311/2358/1238/10316/83988/683/28954/3479/3764/845/6403/477/64805/55273/287/10231/185/5737/51554/5350/1910/3973/552"
"GO:0085029","BP","GO:0085029","extracellular matrix assembly",45,-0.566150862069679,-1.89038409430585,0.000380847361915025,0.00579661358317026,0.00459412970150369,4259,"tags=53%, list=22%, signal=42%","4089/6662/406937/2824/11117/10266/30008/1281/4851/84168/3038/2006/90102/1291/28984/10516/3037/7075/4015/4239/5468/3036/7049/7148"
"GO:0033293","MF","GO:0033293","monocarboxylic acid binding",64,-0.502589595262686,-1.79617714126626,0.000379140506423519,0.00579661358317026,0.00459412970150369,2963,"tags=42%, list=15%, signal=36%","51/5095/2938/55289/128/5091/213/2950/6279/3399/6280/340665/339761/2170/56603/116362/2171/338557/1646/32/8644/2167/5468/1381/1645/948/5375"
"GO:1990830","BP","GO:1990830","cellular response to leukemia inhibitory factor",94,-0.438178623464838,-1.68406940205528,0.000380134311679778,0.00579661358317026,0.00459412970150369,3374,"tags=29%, list=17%, signal=24%","8828/81848/5371/5990/4744/84159/7424/785/54941/7091/688/8600/9021/11107/9314/9945/8745/22808/2494/2059/8322/6751/11240/1840/10253/64321/26577"
"GO:0005912","CC","GO:0005912","adherens junction",181,-0.380217411220267,-1.62038095713741,0.000380319163501776,0.00579661358317026,0.00459412970150369,4147,"tags=40%, list=21%, signal=32%","5962/1500/60437/659/118/1946/1740/64236/7414/9124/182/29766/4771/1266/56288/324/3909/1948/1006/2241/11007/23150/1015/4851/4478/55966/1824/3801/7082/55691/117583/11155/79652/83692/7094/2043/83604/301/6386/10979/2196/3655/79983/126374/10397/9265/90952/83478/57477/1002/5317/1012/83872/23336/10580/5797/23580/8825/1003/28316/25945/1004/57608/8613/1010/114800/29091/5239/29119/1005/5021/28513"
"GO:0004955","MF","GO:0004955","prostaglandin receptor activity",10,-0.80895715227881,-1.87837349414589,0.000381935283227484,0.00580205702723204,0.00459844392526277,2847,"tags=80%, list=15%, signal=68%","5729/5731/3248/11251/5734/5732/5737/5468"
"GO:0006112","BP","GO:0006112","energy reserve metabolic process",75,-0.468729367427164,-1.72761231883198,0.000383622072693301,0.00580548070009195,0.00460115737113047,5255,"tags=48%, list=27%, signal=35%","79660/5257/5500/266977/89801/34/8445/83931/5501/5836/3667/8987/2992/5834/9572/8864/7360/2632/51294/2998/8660/1291/5443/10580/5502/9945/3481/5837/8908/3479/648791/55022/3953/221395/3952/9365"
"GO:0045229","BP","GO:0045229","external encapsulating structure organization",303,-0.326973515456439,-1.46962884063629,0.000383124436215942,0.00580548070009195,0.00460115737113047,3579,"tags=37%, list=18%, signal=30%","10266/1511/11173/1545/8837/83716/84171/10893/30008/64116/1281/4851/3690/4060/84168/2331/8313/1513/64094/3038/5806/4325/2294/1361/25903/1297/2006/64093/80781/5650/342371/3912/22795/1215/4327/56999/8516/55790/169611/57188/3688/55151/4313/3491/90102/4241/1291/2022/64066/10491/9508/2295/83872/91522/28984/23768/340267/54507/9509/7092/92949/1284/3915/11107/79625/10516/3037/170692/5156/7133/1282/2296/284217/50509/2192/858/7075/4035/25890/8434/4015/23127/1842/4147/6939/3569/7373/3908/4239/133584/4811/151887/8510/857/1306/9510/11096/4921/8785/1803/5468/3036/650/5212/1805/7049/10218/60495/25975/11005/7148"
"GO:0048708","BP","GO:0048708","astrocyte differentiation",77,-0.462860000823351,-1.72047254047144,0.000386247982126463,0.00583410687831701,0.00462384516526015,3760,"tags=42%, list=19%, signal=34%","5595/79809/9572/5781/5454/4851/1600/6608/2043/6279/6280/3459/7431/3400/712/2908/1021/9444/4035/274/4919/3569/10319/8613/6886/7099/2596/30812/9839/5354/650/1956"
"GO:0006809","BP","GO:0006809","nitric oxide biosynthetic process",66,-0.495468201833138,-1.7871807951903,0.000389745664763507,0.0058757671850969,0.00465686321105623,5038,"tags=52%, list=26%, signal=38%","54996/384/6095/5743/4843/64581/493/1524/80777/4775/9475/92/1545/445/5806/1191/1727/9104/6648/3586/140885/4846/9314/64757/1906/5311/10365/4842/7099/3043/857/23564/5740/948"
"GO:0051058","BP","GO:0051058","negative regulation of small GTPase mediated signal transduction",55,-0.512828627491534,-1.77702938385991,0.000395048245626185,0.00594442862026523,0.00471128111111611,3179,"tags=36%, list=16%, signal=31%","81848/100271927/153090/83892/4233/2048/23189/3688/22821/83478/57493/10252/84952/8437/10395/143872/54922/10253/9353/4653"
"GO:0008360","BP","GO:0008360","regulation of cell shape",134,-0.400135941758449,-1.63882399943784,0.000397170070511264,0.00596505899851038,0.00472763180140957,3217,"tags=31%, list=16%, signal=26%","4478/2039/2268/1398/1436/93663/6708/11149/1690/10435/23433/2534/301/10979/91584/374872/121512/5064/57381/30011/23136/23129/221061/55742/10395/23580/3791/152273/2059/114793/3679/1902/10810/54873/445815/161176/5028/3815/2038/58480/6357"
"GO:0030168","BP","GO:0030168","platelet activation",123,-0.41582937719416,-1.67334220558484,0.000401031747662174,0.00601169289655844,0.00476459168721971,4195,"tags=39%, list=21%, signal=31%","5341/1465/7006/89780/2316/7414/2149/11117/10398/1511/5290/1281/6812/3690/5592/5359/6288/81027/1607/5321/152/7094/150/5336/10019/5578/114897/558/4846/10461/7056/170692/5156/7301/151/375033/9002/1608/3569/6403/64805/7099/3043/22915/5028/84034/7450/79987"
"GO:0016010","CC","GO:0016010","dystrophin-associated glycoprotein complex",16,-0.728886905477144,-1.94527486260936,0.000402512534327514,0.00601462590498736,0.00476691625499445,3296,"tags=88%, list=17%, signal=73%","8082/54221/6640/6443/8910/6442/6444/1756/6645/7402/859/6641/5239/6445"
"GO:0071825","BP","GO:0071825","protein-lipid complex organization",42,-0.561677306720398,-1.85594326994229,0.000402741470289902,0.00601462590498736,0.00476691625499445,2933,"tags=40%, list=15%, signal=34%","51429/949/23461/5567/5125/5322/19/1071/56112/274/4353/5320/185/5360/4023/338/3990"
"GO:0061572","BP","GO:0061572","actin filament bundle organization",157,-0.381410547491887,-1.59179931640925,0.000405711362350216,0.00604761120801588,0.00479305889123924,2798,"tags=29%, list=14%, signal=25%","7082/4082/22998/9647/10174/7481/2006/4233/359845/10979/9270/11170/90102/4430/85358/5295/83543/84952/5734/28984/221061/339768/1490/10411/10580/119/10395/11346/1809/10391/22899/79822/2059/8829/10083/6422/5071/1902/6376/395/9839/1901/6869/171024/56776/4653"
"GO:0043030","BP","GO:0043030","regulation of macrophage activation",50,-0.539019882332815,-1.83869977117617,0.000409044571230776,0.0060638210662194,0.00480590608037156,3855,"tags=46%, list=20%, signal=37%","406937/3735/57817/10062/2213/9572/9867/5321/6622/120892/23208/9258/3586/671/9173/1050/90865/11326/3569/7099/3929/221395/145581"
"GO:0036126","CC","GO:0036126","sperm flagellum",130,0.42847906213775,1.65471186570846,0.000409088494838716,0.0060638210662194,0.00480590608037156,4909,"tags=38%, list=25%, signal=29%","480/378807/255101/85452/6337/90835/481/8382/124404/89765/64518/340393/158067/146279/51314/57828/1235/83450/117144/65010/158297/79925/150483/7802/81492/9368/146754/1769/53340/259307/57821/283726/80127/1043/8632/55054/4957/84288/257044/8372/79846/124045/28981/26140/26256/161142/401024/642987/64147/374407"
"GO:0035265","BP","GO:0035265","organ growth",153,-0.387319203462504,-1.6215320544672,0.000407579150001648,0.0060638210662194,0.00480590608037156,3905,"tags=41%, list=20%, signal=33%","2242/9113/5660/5573/23493/5728/8531/693175/65009/2260/5781/2255/55897/4851/2627/5592/5465/2121/6608/54796/5915/5997/3776/1848/26524/4208/6909/5629/2735/10413/57502/6497/2254/7472/55151/10370/51208/57493/205428/3481/2296/6910/9472/1906/859/23414/7373/3479/148/5950/32/2247/4921/1901/3953/7048/2252/10253/3952/7049/1588/221476"
"GO:0046322","BP","GO:0046322","negative regulation of fatty acid oxidation",14,-0.758659657494074,-1.92006936992233,0.000411180697507471,0.00606397247006946,0.00480602607610951,816,"tags=36%, list=4%, signal=34%","2326/33/32/2327/1268"
"GO:0071347","BP","GO:0071347","cellular response to interleukin-1",89,-0.452070643495337,-1.72142839891051,0.000411388440700748,0.00606397247006946,0.00480602607610951,3760,"tags=39%, list=19%, signal=32%","5595/7189/10344/11173/9572/91807/10010/3625/3091/3373/153090/2634/2633/3656/8692/6375/4313/6846/23236/8808/140885/3037/7850/1906/10365/5105/11213/6422/3569/3554/1958/9590/6376/5740/6357"
"GO:0016051","BP","GO:0016051","carbohydrate biosynthetic process",187,-0.368721392002147,-1.57324621125214,0.000410587260218061,0.00606397247006946,0.00480602607610951,3305,"tags=29%, list=17%, signal=24%","57001/8864/84750/9653/5592/10317/3038/5465/7360/166012/6622/2632/1950/10690/10891/5091/55808/55790/9104/30815/2998/8660/2852/83539/8850/6483/3906/231/2908/5236/229/2526/3037/10580/2308/3481/8908/5745/2528/150094/8708/5105/5207/3479/648791/9370/5950/2819/3953/3036/5028/3952/3973/117"
"GO:0010827","BP","GO:0010827","regulation of glucose transmembrane transport",63,-0.488501846049018,-1.73622367606284,0.000414366729595956,0.00609656234562939,0.00483185531470372,3059,"tags=32%, list=16%, signal=27%","1389/8013/7015/25999/8218/23433/8660/5295/9481/10580/1906/2171/338557/718/3479/9370/55022/3952/2719/28999"
"GO:0010880","BP","GO:0010880","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum",26,-0.638755282338659,-1.89794033214382,0.000415846282876666,0.0061070216588819,0.00484014488601657,2124,"tags=46%, list=11%, signal=41%","817/6546/55151/3270/1756/1193/9472/845/477/287/5350/10345"
"GO:0050804","BP","GO:0050804","modulation of chemical synaptic transmission",447,-0.301930750470409,-1.40203594451132,0.000419548238250556,0.00615001983930013,0.00487422326901307,2614,"tags=28%, list=13%, signal=25%","3269/6792/6812/5575/347733/5906/54407/5802/9783/2891/793/56729/11178/4744/6623/23237/66000/9294/29/952/1979/1816/9465/6622/150/79012/2893/9693/4208/2043/5641/26045/2534/8499/6285/1959/120892/785/5577/2550/2048/3356/6507/23621/57502/1395/152330/2892/5621/3688/84502/2904/116443/4131/8224/23208/41/11170/27345/10718/2852/85358/51201/2982/79772/2911/23236/5924/1630/65018/5152/6344/23345/794/2983/5100/8291/57406/9627/440279/1906/1128/4915/85445/2047/1813/9211/4130/388336/259232/23228/23349/23732/22987/3908/477/5071/148/9370/321/9590/320/6376/2894/6869/1268/9378/5028/56301/3815/4311/1956/114/9899/3745/2890/154/9890/22871/5649/869/91851/5021/347730"
"GO:0003151","BP","GO:0003151","outflow tract morphogenesis",76,-0.480164467093863,-1.77995890530876,0.000421561165163262,0.00616814633005915,0.00488858949308255,4026,"tags=49%, list=21%, signal=39%","7291/659/4091/182/6899/23493/26508/2138/8828/4851/2627/2348/3091/6091/7481/9249/2006/655/4208/6909/10370/5308/2022/6261/8321/23129/55742/2296/1906/54345/8829/23414/7122/7048/9464/64321/7049"
"GO:0019226","BP","GO:0019226","transmission of nerve impulse",61,-0.494893341521273,-1.75195576674293,0.000426863751850683,0.0062008103376061,0.00491447748528497,2172,"tags=38%, list=11%, signal=34%","785/6323/149461/11280/10242/27345/1291/2852/83700/2257/4915/6330/58524/348980/3751/3764/3737/1901/54112/2890/5179/552/3736"
"GO:0060419","BP","GO:0060419","heart growth",82,-0.45251628420398,-1.70386416521889,0.000426915450556392,0.0062008103376061,0.00491447748528497,3905,"tags=49%, list=20%, signal=39%","2242/5573/23493/693175/65009/2260/55897/4851/2627/5592/5465/5997/3776/1848/4208/6909/5629/2735/10413/6497/2254/7472/10370/57493/205428/2296/6910/9472/1906/859/23414/7373/3479/148/5950/32/2247/1901/7049/221476"
"GO:0051225","BP","GO:0051225","spindle assembly",122,0.439308195273113,1.67908307570162,0.000426275644007376,0.0062008103376061,0.00491447748528497,1863,"tags=18%, list=10%, signal=16%","126353/29128/259266/4751/24137/285643/5347/4605/22974/90990/9212/9493/10615/332/10403/3832/147872/55143/9055/347688/6790/1731"
"GO:0051282","BP","GO:0051282","regulation of sequestering of calcium ion",117,-0.413447235463072,-1.64497341614938,0.000425911120076814,0.0062008103376061,0.00491447748528497,2498,"tags=27%, list=13%, signal=24%","6622/5336/6375/57158/3356/817/6546/55151/84502/2852/23007/6261/23236/5587/3270/1756/187/6263/1193/9472/5311/1813/9002/845/4842/477/287/2247/6376/5350/3973/10345"
"GO:0010743","BP","GO:0010743","regulation of macrophage derived foam cell differentiation",27,-0.639299963054529,-1.90331130454613,0.000427901614107833,0.00620379256220207,0.00491684105953334,3518,"tags=63%, list=18%, signal=52%","10062/3690/4481/5465/23461/5583/1435/5322/19/1071/9370/5320/185/5468/4023/338/948"
"GO:0045913","BP","GO:0045913","positive regulation of carbohydrate metabolic process",69,-0.478444945055025,-1.75736789697271,0.000428747079687676,0.0062047277743508,0.00491758226573038,2846,"tags=33%, list=15%, signal=29%","5465/195827/6622/1950/10891/3356/9104/8660/2852/8850/3037/10580/2308/3481/2822/5745/3479/648791/51085/2819/5028/3973/117"
"GO:0034219","BP","GO:0034219","carbohydrate transmembrane transport",112,-0.422919918199644,-1.67647654756728,0.00043354012596925,0.00626268418331943,0.00496351585368048,3106,"tags=29%, list=16%, signal=24%","6526/1389/8013/7015/25999/8218/23433/6443/6518/8660/5295/9481/10580/6527/1906/364/359/6517/2171/338557/718/358/3479/9370/148808/32/55022/286753/100509620/3952/2719/28999"
"GO:0001818","BP","GO:0001818","negative regulation of cytokine production",263,-0.34161531679368,-1.52222705297175,0.000441300078345849,0.0063632107485622,0.00504318859234859,3584,"tags=31%, list=18%, signal=26%","28951/693175/113/2213/2260/5781/9655/4940/2627/408/3625/5802/9734/5371/5465/114769/51311/2633/7481/301/6375/945/2048/1969/2950/7538/284297/5552/5621/4828/6614/23208/54941/131450/282618/53833/3586/89795/558/5734/28984/80380/5443/140885/57447/10461/114548/1240/27242/9314/10457/347/671/1149/9173/7850/383/55366/90865/10365/407006/3082/11213/338557/79589/11326/3592/3569/3479/64115/9370/2615/7099/3620/3929/3123/6376/225/947/284/114771/4795"
"GO:0031623","BP","GO:0031623","receptor internalization",117,-0.412888167839171,-1.64274906609872,0.000443781231307106,0.00638739471509956,0.0050623556935147,4345,"tags=39%, list=22%, signal=31%","10268/9863/4734/89780/9779/2060/161/4908/10266/1948/6642/8301/3690/408/975/157/100506013/5899/23237/6622/5336/1950/146395/26045/6386/8862/3688/1815/10203/3579/79890/23345/57007/4035/1813/133/859/1902/857/54550/6424/284/284654/2890/948/347730"
"GO:0016528","CC","GO:0016528","sarcoplasm",90,-0.443791075489938,-1.68999979520328,0.00044560411168803,0.00640203375653056,0.00507395792541695,2639,"tags=33%, list=13%, signal=29%","6345/444/4208/22927/57158/817/10335/55151/84502/1291/6328/6261/286/6444/51655/3270/55214/6263/9472/417/2934/6517/781/100507537/845/4842/79870/7060/5350/10345"
"GO:0043949","BP","GO:0043949","regulation of cAMP-mediated signaling",28,-0.616417135972472,-1.84915663878997,0.000447548028512905,0.00641835575186829,0.00508689398929166,2845,"tags=46%, list=15%, signal=40%","118442/9693/799/5443/6344/187/338557/5140/1902/2770/5139/5138/117"
"GO:0004806","MF","GO:0004806","triglyceride lipase activity",16,-0.72493262701079,-1.93472156765708,0.000461638080535022,0.00660849468441577,0.00523758937460503,550,"tags=31%, list=3%, signal=30%","3991/4023/3990/5406/13"
"GO:0090665","CC","GO:0090665","glycoprotein complex",19,-0.699044579724146,-1.94969011108216,0.000463593271503128,0.00661265447413349,0.00524088623288616,4010,"tags=79%, list=20%, signal=63%","2316/8082/54221/6640/6443/8910/6442/6444/1756/6645/7402/859/6641/5239/6445"
"GO:0051148","BP","GO:0051148","negative regulation of muscle cell differentiation",63,-0.485745619906121,-1.72642755118719,0.000463115099014444,0.00661265447413349,0.00524088623288616,4259,"tags=49%, list=22%, signal=39%","4089/4775/659/4773/2069/23493/55553/693175/4904/100381270/9759/4303/4851/5465/5997/23462/338773/93166/2254/8324/4487/4856/3481/84814/407006/859/348093/150921/93649/650/221476"
"GO:0045907","BP","GO:0045907","positive regulation of vasoconstriction",27,-0.635377793492368,-1.89163429829332,0.0004799112545562,0.00683314501334948,0.00541563690766872,3256,"tags=67%, list=17%, signal=56%","25/5743/1636/2149/3269/6915/10800/952/3356/120/146/554/148/857/6869/1956/552/5021"
"GO:0036303","BP","GO:0036303","lymph vessel morphogenesis",22,-0.678911236067618,-1.97592132899775,0.00048185145920935,0.00684849703652645,0.00542780421615729,4762,"tags=77%, list=24%, signal=59%","5310/5532/659/22846/5784/2324/7424/5629/1969/94/161198/2296/54345/7075/2247/147372/79987"
"GO:0098636","CC","GO:0098636","protein complex involved in cell adhesion",57,-0.512053387814028,-1.78816712562654,0.000484416921631509,0.00684898264141583,0.00542818908428995,2302,"tags=35%, list=12%, signal=31%","3912/8516/3655/3688/3680/83700/3915/284217/58494/63923/3908/79812/3679/3672/4811/22915/84034/5354/22871/7148"
"GO:0005881","CC","GO:0005881","cytoplasmic microtubule",103,0.456784497672442,1.69554612655257,0.000482759313892097,0.00684898264141583,0.00542818908428995,3169,"tags=29%, list=16%, signal=25%","126353/388701/146909/25790/389799/138162/64518/51512/65055/26150/220136/11004/27285/339778/158297/150483/283987/100128569/129881/127003/146845/154313/81930/440585/26206/85462/283726/7283/79884/80258"
"GO:0051651","BP","GO:0051651","maintenance of location in cell",205,-0.354968900094962,-1.53357151277104,0.000484471774005752,0.00684898264141583,0.00542818908428995,4010,"tags=30%, list=20%, signal=24%","2316/4669/7070/23568/5332/2149/11013/801/57190/85477/402/3690/7220/920/2760/2512/5371/54832/6622/5336/6375/57158/3356/817/57584/6546/286527/5552/55151/84502/6279/6280/2852/23007/6261/23236/65018/5587/3270/1756/23345/100820829/187/81488/6263/1193/9472/2934/5311/1813/22873/9002/845/4842/477/857/287/2247/6376/5350/3973/10345"
"GO:1903514","BP","GO:1903514","release of sequestered calcium ion into cytosol by endoplasmic reticulum",31,-0.621844901557068,-1.92629702894127,0.000489458990514032,0.00689494978658508,0.00546462053239071,2124,"tags=45%, list=11%, signal=40%","817/6546/55151/6261/3270/1756/6263/1193/9472/845/477/287/5350/10345"
"GO:0072577","BP","GO:0072577","endothelial cell apoptotic process",51,-0.514560153472216,-1.76379984916355,0.000489351505676225,0.00689494978658508,0.00546462053239071,4665,"tags=53%, list=24%, signal=40%","2309/25/958/7128/659/2624/10266/693175/3690/204851/153090/7015/196527/641700/4217/2852/3586/28984/79625/3791/9037/7010/1003/8644/51129/284/57124"
"GO:0022626","CC","GO:0022626","cytosolic ribosome",112,-0.421616455503268,-1.67130955365882,0.000491732609481463,0.00691471784483225,0.00548028778745806,6894,"tags=62%, list=35%, signal=41%","6229/6191/6154/3921/6161/6141/440275/7311/6167/9349/6205/6139/6187/26046/6128/6138/25873/83939/6122/6194/2197/9100/6235/6155/6231/6234/6168/6134/6227/2107/6210/6175/6193/6124/6208/6217/6207/10399/1654/6165/6223/6164/6142/6156/6160/4736/6201/6189/6143/6147/6228/6129/6202/6170/6125/6181/1915/6230/23521/6157/6135/6146/6133/6206/53918/6144/6224/6233/6137/347"
"GO:2000377","BP","GO:2000377","regulation of reactive oxygen species metabolic process",134,-0.39753303947524,-1.62816337567291,0.000492728160713149,0.00691647568350879,0.00548168096965977,3532,"tags=28%, list=18%, signal=23%","693175/1545/8837/613/1410/6526/3091/5465/6622/655/5336/5446/2534/120892/6648/2950/405753/65018/10516/2308/3240/5159/59272/2358/683/5071/7099/8870/8644/55022/57126/185/225/7048/3952/1956/1645/948"
"GO:0009897","CC","GO:0009897","external side of plasma membrane",338,-0.317678526967983,-1.44106936974595,0.00049622246484144,0.0069532407110498,0.00551081924195951,3223,"tags=31%, list=16%, signal=26%","100/3690/26253/55867/308/84168/10384/920/2217/2348/3595/1513/3590/2891/51311/1439/3598/10462/1230/567/8547/4240/9976/8692/945/54718/9936/5243/8516/2675/6948/3655/5621/3688/4217/23627/3680/2022/131450/1137/361/57493/9034/3579/3824/10257/1012/2219/4162/80380/7056/5156/9429/57007/154796/9173/3791/161198/929/1003/19/6387/1238/6517/8792/78989/79465/4907/5175/1271/482/6403/3554/3679/2615/7099/3672/2215/3123/2044/2350/947/30835/2159/3938/9332/51554/1901/3821/3953/460/10917/3815/7048/338328/153579/57124/7049/2690/3977/762/948/79908/2676"
"GO:0031400","BP","GO:0031400","negative regulation of protein modification process",390,-0.308968359205438,-1.42201679990129,0.000500403223390762,0.00699947818633733,0.0055474649412964,4151,"tags=29%, list=21%, signal=24%","6690/142679/64798/6125/9475/7128/624/3843/7070/84707/153769/9532/9113/56940/54984/5573/10106/4908/5728/23075/4771/56288/6135/9043/801/11076/7453/28951/324/23171/8440/152559/9655/8864/23603/23645/5575/81848/408/2039/6640/4690/1408/153090/6608/57467/64359/104/10129/10114/5997/9647/1848/1849/84101/6622/25937/26524/84327/8692/2534/9770/135112/120892/5577/2048/54206/5569/9104/3486/6546/2950/9270/55243/5621/4041/401265/161742/9258/10491/123879/57493/10252/9021/1756/140885/26051/8651/7345/84152/2192/1813/54922/859/3082/11213/1028/6422/5787/8613/5071/9370/1843/857/55022/51085/5348/93649/5468/650/10253/9353/284/28999/374462"
"GO:0010888","BP","GO:0010888","negative regulation of lipid storage",19,-0.695882765596734,-1.94087156371609,0.000505290566639178,0.00703070674596895,0.00557221526340781,4765,"tags=58%, list=24%, signal=44%","4792/54209/10062/57104/3690/5465/1066/19/3569/5468/3952"
"GO:0061298","BP","GO:0061298","retina vasculature development in camera-type eye",19,-0.695192320627834,-1.93894585859347,0.000505290566639178,0.00703070674596895,0.00557221526340781,4006,"tags=79%, list=20%, signal=63%","659/1545/3091/25932/4041/57381/94/5156/1282/284217/5159/22899/196740/8829/8322"
"GO:0060420","BP","GO:0060420","regulation of heart growth",58,-0.498422487992795,-1.74488875415739,0.000504637218952074,0.00703070674596895,0.00557221526340781,3743,"tags=50%, list=19%, signal=41%","23493/693175/2260/4851/2627/5465/5997/3776/1848/4208/6909/5629/2735/10413/2254/7472/10370/6910/9472/1906/859/23414/7373/3479/5950/32/2247/7049/221476"
"GO:0048010","BP","GO:0048010","vascular endothelial growth factor receptor signaling pathway",54,-0.513758439249337,-1.77534288120998,0.000508780116089662,0.00706674459685704,0.00560077720888991,3761,"tags=43%, list=19%, signal=35%","3678/11117/2255/3690/7423/2324/3091/153090/6091/7424/79652/2534/2254/558/5587/3791/161198/2296/2321/8829/8322/79812/2277"
"GO:0008645","BP","GO:0008645","hexose transmembrane transport",99,-0.427469298316851,-1.66126776978462,0.000509659490748783,0.00706674459685704,0.00560077720888991,3611,"tags=31%, list=18%, signal=26%","6523/154091/5781/6526/1389/8013/7015/25999/8218/23433/6443/6518/8660/5295/9481/10580/6527/1906/6517/2171/338557/718/3479/9370/148808/32/55022/286753/3952/2719/28999"
"GO:0004954","MF","GO:0004954","prostanoid receptor activity",11,-0.793729018134627,-1.87569259789689,0.00051631329025342,0.00714653151753209,0.00566401265779563,3198,"tags=82%, list=16%, signal=69%","6915/5729/5731/3248/11251/5734/5732/5737/5468"
"GO:0099188","BP","GO:0099188","postsynaptic cytoskeleton organization",17,0.743909225079312,1.93321780696751,0.000520411014779241,0.00719072263029751,0.005699036504182,455,"tags=41%, list=2%, signal=40%","445582/440915/653269/728378/4747/653781/345651"
"GO:0042472","BP","GO:0042472","inner ear morphogenesis",94,0.460999796193294,1.68593134360349,0.000521640502268948,0.0071951975529979,0.0057025831223919,2976,"tags=35%, list=15%, signal=30%","3167/7401/1280/2637/340784/1301/140469/222662/3249/84189/140947/161497/2625/51804/286262/5076/57822/7545/4646/7020/51168/79955/7849/25861/6495/9368/170961/6926/51761/7474/5357/23513/497189"
"GO:0007127","BP","GO:0007127","meiosis I",114,0.444055848917507,1.67498894337466,0.000526326511528343,0.00723471303476243,0.00573390127838745,4422,"tags=44%, list=23%, signal=34%","56154/63946/7153/57082/5347/54456/644186/9700/101928601/11130/10403/124817/147872/50511/9319/9134/197342/6790/10609/83990/9232/4603/150365/3306/1164/56159/283129/5888/146956/2177/675/9133/10635/84057/9985/25788/245711/10734/8438/284071/79703/158401/4438/84464/80010/10388/51547/201254/898/643376"
"GO:0010811","BP","GO:0010811","positive regulation of cell-substrate adhesion",118,-0.404057789728646,-1.61164540605152,0.000525795169186988,0.00723471303476243,0.00573390127838745,4010,"tags=38%, list=20%, signal=31%","2316/7070/55612/11078/3678/11117/402/30008/57091/10085/55679/3690/59339/1398/2294/9647/10979/9448/3655/2199/9270/3491/1435/1012/79625/3037/1021/1601/3791/7010/7402/25890/8829/1842/6422/133584/4811/151887/56477/6376/136227/5212/948/25975/4653"
"GO:0002831","BP","GO:0002831","regulation of response to biotic stimulus",456,-0.297688468977505,-1.38450858264962,0.000541685118587399,0.00743296764624678,0.00589102877809257,4267,"tags=27%, list=22%, signal=22%","11331/79671/3654/80212/10622/29883/3600/81035/7128/3843/57169/4669/1520/25818/55601/57162/2069/1612/5272/5595/7189/10318/11117/57590/29997/6777/23643/10062/2213/9572/5781/661/10392/6318/58484/85363/84166/4940/140609/2627/834/26253/2268/5802/29915/1398/5359/10133/153090/114769/51752/51311/2634/8807/9867/10346/3263/3656/8547/22841/118788/196/5336/5650/91543/2534/9865/353376/3428/51296/6279/23208/54941/5578/23180/6280/9258/5295/6197/3824/5587/5322/2219/2/7098/710/114548/51191/5063/929/654/383/6397/7301/23328/55366/25939/2358/1813/5608/78989/1687/11213/23220/11326/3592/3075/3764/79812/7099/3929/3123/857/6376/338382/3821/5468/6372/84034/10875/3952/948/4795/11005"
"GO:0051495","BP","GO:0051495","positive regulation of cytoskeleton organization",172,-0.374060086438873,-1.58280584761423,0.000547502060832051,0.00749983426432869,0.00594402418856139,4249,"tags=36%, list=22%, signal=28%","253725/5341/5829/9475/2316/10602/2242/10163/23075/4771/10344/85477/402/8440/2241/9873/91807/79998/153241/4690/51429/22998/9647/10174/7481/10435/4233/5629/10979/9270/55243/4131/89795/5587/25802/28984/1073/1490/11075/122060/10411/120/23580/11346/9037/1906/2934/22899/274/10763/859/8829/54551/6422/1902/10810/6376/10178/1440/6869/171024/4653"
"GO:0007179","BP","GO:0007179","transforming growth factor beta receptor signaling pathway",196,-0.357714954275053,-1.53973711372155,0.000551079648556812,0.00753584820616845,0.00597256718482987,3073,"tags=34%, list=16%, signal=29%","4090/4838/4089/64750/94031/375387/5829/54976/9113/56940/3693/55612/406937/4091/8848/1281/5654/2331/2348/27122/5371/5465/79685/2734/80312/54756/1030/26524/3248/6386/10979/124857/8516/6497/161742/10370/9372/2022/8483/10252/3725/2353/63976/94/6935/1601/1149/1003/858/859/4015/8425/1028/4093/2615/7122/2200/3397/9839/93649/5468/650/7048/10253/7049/8200/2662"
